Locationabbr,Locationdesc,Question,Response,Sample_Size
WI,Wisconsin,Have you used the internet in the past 30 days?,Yes,"5,403"
WI,Wisconsin,Have you used the internet in the past 30 days?,No,"1,473"
WI,Wisconsin,What is your marital status?,Married,"3,892"
WI,Wisconsin,What is your marital status?,Divorced,907
WI,Wisconsin,What is your marital status?,Widowed,844
WI,Wisconsin,What is your marital status?,Separated,89
WI,Wisconsin,What is your marital status?,Never married,"1,076"
WI,Wisconsin,What is your marital status?,Partnered,187
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,678
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,47
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,74
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,277
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,665
WI,Wisconsin,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"5,255"
WI,Wisconsin,What is your race/ethnicity?,White,"6,263"
WI,Wisconsin,What is your race/ethnicity?,Black,283
WI,Wisconsin,What is your race/ethnicity?,MultiRacial,74
WI,Wisconsin,What is your race/ethnicity?,Other,224
WI,Wisconsin,What is your race/ethnicity?,Hispanic,152
WI,Wisconsin,Do you own or rent your home?,Own,"5,237"
WI,Wisconsin,Do you own or rent your home?,Rent,"1,441"
WI,Wisconsin,Do you own or rent your home?,Other,158
WI,Wisconsin,Gender of respondent,Male,"3,146"
WI,Wisconsin,Gender of respondent,Female,"3,899"
WI,Wisconsin,Have you ever served on active duty in the United States Armed Forces?,Yes,917
WI,Wisconsin,Have you ever served on active duty in the United States Armed Forces?,No,"6,112"
WI,Wisconsin,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,622
WI,Wisconsin,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"6,415"
WI,Wisconsin,Do you have any kind of health care coverage?,Yes,"6,623"
WI,Wisconsin,Do you have any kind of health care coverage?,No,408
WI,Wisconsin,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"5,171"
WI,Wisconsin,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,874
WI,Wisconsin,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,510
WI,Wisconsin,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,420
WI,Wisconsin,About how long has it been since you last visited a doctor for a routine checkup?,Never,38
WI,Wisconsin,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","5,672"
WI,Wisconsin,Do you have one person you think of as your personal doctor or health care provider?,More than one,360
WI,Wisconsin,Do you have one person you think of as your personal doctor or health care provider?,No,985
WI,Wisconsin,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"4,324"
WI,Wisconsin,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,379
WI,Wisconsin,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"5,891"
WI,Wisconsin,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,"1,144"
WI,Wisconsin,How is your general health?,Excellent,"1,157"
WI,Wisconsin,How is your general health?,Very good,"2,568"
WI,Wisconsin,How is your general health?,Good,"2,166"
WI,Wisconsin,How is your general health?,Fair,820
WI,Wisconsin,How is your general health?,Poor,324
WI,Wisconsin,Have you ever been tested for HIV?,Yes,"1,496"
WI,Wisconsin,Have you ever been tested for HIV?,No,"4,846"
WI,Wisconsin,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,127"
WI,Wisconsin,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,"1,017"
WI,Wisconsin,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"1,538"
WI,Wisconsin,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,564
WI,Wisconsin,Have you ever had the shingles or zoster vaccine?,Yes,"1,179"
WI,Wisconsin,Have you ever had the shingles or zoster vaccine?,No,"3,158"
WI,Wisconsin,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,153
WI,Wisconsin,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,"3,967"
WI,Wisconsin,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"5,479"
WI,Wisconsin,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,"1,117"
WI,Wisconsin,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,293
WI,Wisconsin,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"1,912"
WI,Wisconsin,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"5,085"
WI,Wisconsin,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"1,939"
WI,Wisconsin,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"3,224"
WI,Wisconsin,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"3,731"
WI,Wisconsin,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"2,136"
WI,Wisconsin,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,471"
WI,Wisconsin,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"1,968"
WI,Wisconsin,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),80
WI,Wisconsin,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"5,482"
WI,Wisconsin,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"1,554"
WI,Wisconsin,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,937
WI,Wisconsin,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,"1,232"
WI,Wisconsin,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,"1,013"
WI,Wisconsin,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"5,714"
WI,Wisconsin,"Do you currently use chewing tobacco, snuff, or snus?",Every day,127
WI,Wisconsin,"Do you currently use chewing tobacco, snuff, or snus?",Some days,102
WI,Wisconsin,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"6,504"
WI,Wisconsin,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,739
WI,Wisconsin,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,274
WI,Wisconsin,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"2,053"
WI,Wisconsin,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"3,661"
WI,Wisconsin,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,515"
WI,Wisconsin,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,364
WI,Wisconsin,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,901"
WI,Wisconsin,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,545
WI,Wisconsin,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"2,207"
WI,Wisconsin,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,695
WI,Wisconsin,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,"1,937"
WI,Wisconsin,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,689
WI,Wisconsin,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,549"
WI,Wisconsin,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,282
WY,Wyoming,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"2,832"
WY,Wyoming,Adults who have had at least one drink of alcohol within the past 30 days,No,"3,200"
WY,Wyoming,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,561
WY,Wyoming,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"5,404"
WY,Wyoming,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"3,970"
WY,Wyoming,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,296
WY,Wyoming,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"5,677"
WY,Wyoming,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,"2,407"
WY,Wyoming,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,565
WY,Wyoming,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,"5,795"
WY,Wyoming,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,783
WY,Wyoming,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"5,610"
WY,Wyoming,Ever told you had angina or coronary heart disease?,Yes,436
WY,Wyoming,Ever told you had angina or coronary heart disease?,No,"5,915"
WY,Wyoming,Ever told you had a heart attack (myocardial infarction)?,Yes,468
WY,Wyoming,Ever told you had a heart attack (myocardial infarction)?,No,"5,917"
WY,Wyoming,Ever told you had a stroke?,Yes,301
WY,Wyoming,Ever told you had a stroke?,No,"6,102"
WY,Wyoming,Ever told you have COPD?,Yes,618
WY,Wyoming,Ever told you have COPD?,No,"5,750"
WY,Wyoming,Ever told you that you have a form of depression?,Yes,"1,155"
WY,Wyoming,Ever told you that you have a form of depression?,No,"5,225"
WY,Wyoming,Have you ever been told by a doctor that you have diabetes?,Yes,775
WY,Wyoming,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",38
WY,Wyoming,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",71
WY,Wyoming,Have you ever been told by a doctor that you have diabetes?,No,"5,520"
WY,Wyoming,Ever told you have kidney disease?,Yes,261
WY,Wyoming,Ever told you have kidney disease?,No,"6,133"
WY,Wyoming,Ever told you had any other types of cancer?,Yes,671
WY,Wyoming,Ever told you had any other types of cancer?,No,"5,729"
WY,Wyoming,Ever told you had skin cancer?,Yes,813
WY,Wyoming,Ever told you had skin cancer?,No,"5,585"
WY,Wyoming,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,393
WY,Wyoming,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,"4,079"
WY,Wyoming,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,181
WY,Wyoming,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,"3,257"
WY,Wyoming,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,"3,019"
WY,Wyoming,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,"1,500"
WY,Wyoming,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,"2,103"
WY,Wyoming,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,"1,257"
WY,Wyoming,What is your age?,18-24 years,136
WY,Wyoming,What is your age?,25-34 years,384
WY,Wyoming,What is your age?,35-44 years,590
WY,Wyoming,What is your age?,45-54 years,828
WY,Wyoming,What is your age?,55-64 years,"1,688"
WY,Wyoming,What is your age?,65+ years,"2,790"
WY,Wyoming,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,333
WY,Wyoming,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,"5,800"
WY,Wyoming,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,510
WY,Wyoming,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,"5,596"
WY,Wyoming,Do you have difficulty doing errands alone?,Yes,394
WY,Wyoming,Do you have difficulty doing errands alone?,No,"5,723"
WY,Wyoming,Do you have difficulty dressing or bathing?,Yes,220
WY,Wyoming,Do you have difficulty dressing or bathing?,No,"5,909"
WY,Wyoming,Do you have serious difficulty walking or climbing stairs?,Yes,"1,054"
WY,Wyoming,Do you have serious difficulty walking or climbing stairs?,No,"5,056"
WY,Wyoming,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,"1,585"
WY,Wyoming,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"4,541"
WY,Wyoming,Adults with health problem(s) that requires the use of special equipment,Yes,814
WY,Wyoming,Adults with health problem(s) that requires the use of special equipment,No,"5,339"
WY,Wyoming,What is the highest grade or year of school you completed?,Less than H.S.,344
WY,Wyoming,What is the highest grade or year of school you completed?,H.S. or G.E.D.,"1,900"
WY,Wyoming,What is the highest grade or year of school you completed?,Some post-H.S.,"1,949"
WY,Wyoming,What is the highest grade or year of school you completed?,College+,"2,170"
WY,Wyoming,What is your employment status?,No work< yr,75
WY,Wyoming,What is your employment status?,No work >yr,87
WY,Wyoming,What is your employment status?,Student,58
WY,Wyoming,What is your employment status?,Retired,"2,408"
WY,Wyoming,What is your employment status?,Unable to work,362
WY,Wyoming,What is your employment status?,Employed,"2,271"
WY,Wyoming,What is your employment status?,Homemaker,433
WY,Wyoming,What is your employment status?,Self-employed,649
WY,Wyoming,What is your annual household income?,"Less than $15,000",413
WY,Wyoming,What is your annual household income?,"$15,000 - 24,999",903
WY,Wyoming,What is your annual household income?,"$25,000 - 34,999",626
WY,Wyoming,What is your annual household income?,"$35,000 -  49,999",802
WY,Wyoming,What is your annual household income?,"$50,000+","2,490"
WY,Wyoming,Have you used the internet in the past 30 days?,Yes,"4,680"
WY,Wyoming,Have you used the internet in the past 30 days?,No,"1,530"
WY,Wyoming,What is your marital status?,Married,"3,640"
WY,Wyoming,What is your marital status?,Divorced,878
WY,Wyoming,What is your marital status?,Widowed,"1,125"
WY,Wyoming,What is your marital status?,Separated,73
WY,Wyoming,What is your marital status?,Never married,531
WY,Wyoming,What is your marital status?,Partnered,105
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,48
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,93
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,176
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,422
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,452
WY,Wyoming,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"5,180"
WY,Wyoming,What is your race/ethnicity?,White,"5,802"
WY,Wyoming,What is your race/ethnicity?,Black,30
WY,Wyoming,What is your race/ethnicity?,MultiRacial,73
WY,Wyoming,What is your race/ethnicity?,Other,165
WY,Wyoming,What is your race/ethnicity?,Hispanic,219
WY,Wyoming,Do you own or rent your home?,Own,"5,030"
WY,Wyoming,Do you own or rent your home?,Rent,924
WY,Wyoming,Do you own or rent your home?,Other,189
WY,Wyoming,Gender of respondent,Male,"2,570"
WY,Wyoming,Have you ever served on active duty in the United States Armed Forces?,Yes,"1,034"
WY,Wyoming,Have you ever served on active duty in the United States Armed Forces?,No,"5,365"
WY,Wyoming,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,517
WY,Wyoming,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"5,880"
WY,Wyoming,Do you have any kind of health care coverage?,Yes,"5,847"
WY,Wyoming,Do you have any kind of health care coverage?,No,542
WY,Wyoming,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"4,228"
WY,Wyoming,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,873
WY,Wyoming,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,497
WY,Wyoming,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,625
WY,Wyoming,About how long has it been since you last visited a doctor for a routine checkup?,Never,79
WY,Wyoming,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","4,673"
WY,Wyoming,Do you have one person you think of as your personal doctor or health care provider?,More than one,505
WY,Wyoming,Do you have one person you think of as your personal doctor or health care provider?,No,"1,208"
WY,Wyoming,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"2,997"
WY,Wyoming,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,498
WY,Wyoming,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"5,278"
WY,Wyoming,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,"1,115"
WY,Wyoming,How is your general health?,Excellent,"1,151"
WY,Wyoming,How is your general health?,Very good,"2,149"
WY,Wyoming,How is your general health?,Good,"1,978"
WY,Wyoming,How is your general health?,Fair,760
WY,Wyoming,How is your general health?,Poor,355
WY,Wyoming,Have you ever been tested for HIV?,Yes,"1,139"
WY,Wyoming,Have you ever been tested for HIV?,No,"4,610"
WY,Wyoming,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,503"
WY,Wyoming,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,"1,098"
WY,Wyoming,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"1,791"
WY,Wyoming,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,741
WY,Wyoming,Have you ever had the shingles or zoster vaccine?,Yes,"1,265"
WY,Wyoming,Have you ever had the shingles or zoster vaccine?,No,"3,353"
WY,Wyoming,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,61
WY,Wyoming,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,"2,780"
WY,Wyoming,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"4,570"
WY,Wyoming,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,"1,431"
WY,Wyoming,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,447
WY,Wyoming,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"2,209"
WY,Wyoming,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"4,403"
WY,Wyoming,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"1,959"
WY,Wyoming,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"3,353"
WY,Wyoming,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"2,864"
WY,Wyoming,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"1,647"
WY,Wyoming,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,140"
WY,Wyoming,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"2,078"
WY,Wyoming,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),108
WY,Wyoming,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"4,700"
WY,Wyoming,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"1,696"
WY,Wyoming,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,086"
WY,Wyoming,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,856
WY,Wyoming,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,875
WY,Wyoming,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"5,203"
WY,Wyoming,"Do you currently use chewing tobacco, snuff, or snus?",Every day,197
WY,Wyoming,"Do you currently use chewing tobacco, snuff, or snus?",Some days,107
WY,Wyoming,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"5,791"
GU,Guam,Ever told you had angina or coronary heart disease?,No,"2,416"
WY,Wyoming,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,646
WY,Wyoming,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,229
WY,Wyoming,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"1,862"
WY,Wyoming,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"3,341"
GU,Guam,Ever told you had a heart attack (myocardial infarction)?,Yes,89
WY,Wyoming,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,394"
WY,Wyoming,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,612
WY,Wyoming,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,872"
WY,Wyoming,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,887
WY,Wyoming,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"2,048"
WY,Wyoming,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,"1,044"
GU,Guam,Ever told you had a heart attack (myocardial infarction)?,No,"2,415"
WY,Wyoming,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,"1,369"
WY,Wyoming,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,706
WY,Wyoming,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,055"
WY,Wyoming,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,297
GU,Guam,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"1,055"
GU,Guam,Adults who have had at least one drink of alcohol within the past 30 days,No,"1,298"
GU,Guam,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,474
GU,Guam,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"1,852"
GU,Guam,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,159
GU,Guam,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"2,168"
GU,Guam,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,432
GU,Guam,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"2,079"
GU,Guam,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,153
GU,Guam,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,"2,355"
GU,Guam,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,295
GU,Guam,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"2,218"
GU,Guam,Ever told you had a stroke?,Yes,95
GU,Guam,Ever told you had a stroke?,No,"2,417"
GU,Guam,Ever told you had angina or coronary heart disease?,Yes,94
GU,Guam,Ever told you have COPD?,Yes,82
GU,Guam,Ever told you have COPD?,No,"2,427"
GU,Guam,Ever told you that you have a form of depression?,Yes,216
GU,Guam,Ever told you that you have a form of depression?,No,"2,290"
GU,Guam,Have you ever been told by a doctor that you have diabetes?,Yes,316
GU,Guam,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",32
GU,Guam,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",26
GU,Guam,Have you ever been told by a doctor that you have diabetes?,No,"2,134"
GU,Guam,Ever told you have kidney disease?,Yes,104
GU,Guam,Ever told you have kidney disease?,No,"2,411"
GU,Guam,Ever told you had any other types of cancer?,Yes,91
GU,Guam,Ever told you had any other types of cancer?,No,"2,416"
GU,Guam,Ever told you had skin cancer?,Yes,33
GU,Guam,Ever told you had skin cancer?,No,"2,483"
GU,Guam,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,82
GU,Guam,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,755
GU,Guam,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,53
GU,Guam,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,727
GU,Guam,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,414
GU,Guam,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,434
GU,Guam,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,357
GU,Guam,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,406
GU,Guam,What is your age?,18-24 years,308
GU,Guam,What is your age?,25-34 years,510
GU,Guam,What is your age?,35-44 years,489
GU,Guam,What is your age?,45-54 years,513
GU,Guam,What is your age?,55-64 years,394
GU,Guam,What is your age?,65+ years,304
GU,Guam,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,164
GU,Guam,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,"2,230"
GU,Guam,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,207
GU,Guam,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,"2,179"
GU,Guam,Do you have difficulty doing errands alone?,Yes,119
GU,Guam,Do you have difficulty doing errands alone?,No,"2,259"
GU,Guam,Do you have difficulty dressing or bathing?,Yes,61
GU,Guam,Do you have difficulty dressing or bathing?,No,"2,327"
GU,Guam,Do you have serious difficulty walking or climbing stairs?,Yes,278
GU,Guam,Do you have serious difficulty walking or climbing stairs?,No,"2,110"
GU,Guam,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,357
GU,Guam,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"2,052"
GU,Guam,Adults with health problem(s) that requires the use of special equipment,Yes,127
GU,Guam,Adults with health problem(s) that requires the use of special equipment,No,"2,275"
GU,Guam,What is the highest grade or year of school you completed?,Less than H.S.,232
GU,Guam,What is the highest grade or year of school you completed?,H.S. or G.E.D.,909
GU,Guam,What is the highest grade or year of school you completed?,Some post-H.S.,592
GU,Guam,What is the highest grade or year of school you completed?,College+,765
GU,Guam,What is your employment status?,No work< yr,100
GU,Guam,What is your employment status?,No work >yr,129
GU,Guam,What is your employment status?,Student,102
GU,Guam,What is your employment status?,Retired,270
GU,Guam,What is your employment status?,Unable to work,105
GU,Guam,What is your employment status?,Employed,"1,453"
GU,Guam,What is your employment status?,Homemaker,189
GU,Guam,What is your employment status?,Self-employed,144
